controle,ano,titulo,titulo_do,bairro_fato_original,bairro
45097991-2022,2022,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Coelho neto,Coelho Neto
56081431-2022,2022,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Marechal hermes,Marechal Hermes
57142891-2022,2022,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Bangu,Bangu
57682231-2022,2022,Roubo Seguido de Morte Provocado por Projétil de Arma de Fogo,Latrocínio (Roubo seguido de morte),Ramos,Ramos
87059361-2022,2022,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Pavuna,Pavuna
34328471-2022,2022,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Manguinhos,Manguinhos
43860761-2022,2022,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Andarai,Andaraí
48903031-2022,2022,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Quintino,Quintino Bocaiúva
83362111-2022,2022,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Bangu,Bangu
83362111-2022,2022,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Bangu,Bangu
62871631-2022,2022,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Bangu,Bangu
62871631-2022,2022,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Bangu,Bangu
67886811-2022,2022,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Pavuna,Pavuna
03621311-2022,2022,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Tomas coelho,Tomás Coelho
25927311-2022,2022,Roubo Seguido de Morte Provocado por Projétil de Arma de Fogo,Latrocínio (Roubo seguido de morte),Iraja,Irajá
40204171-2022,2022,Homicídio (outros),Homicídio doloso,Bangu,Bangu
66335971-2022,2022,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Jacarepagua,Jacarepaguá
25911521-2022,2022,Homicídio (outros),Homicídio doloso,Senador camara,Senador Camará
60184291-2022,2022,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Muzema,Itanhangá
81102911-2022,2022,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Catete,Catete
36193082-2022,2022,Homicídio (outros),Homicídio doloso,Vaz lobo,Vaz Lobo
62961721-2022,2022,Homicídio (outros),Homicídio doloso,Praca seca,Praça Seca
62961721-2022,2022,Homicídio (outros),Homicídio doloso,Praca seca,Praça Seca
74919921-2022,2022,Homicídio (outros),Homicídio doloso,Campo grande,Campo Grande
85506801-2022,2022,Homicídio (outros),Homicídio doloso,Barra de guaratiba,Barra de Guaratiba
18045291-2022,2022,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Grajau,Grajaú
33601191-2022,2022,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Guaratiba,Guaratiba
99651181-2022,2022,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Realengo,Realengo
01241381-2022,2022,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Coelho neto,Coelho Neto
35761331-2022,2022,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Vaz lobo,Vaz Lobo
75768051-2022,2022,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Senador camara,Senador Camará
34811081-2022,2022,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Anil,Anil
38994251-2022,2022,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Iraja,Irajá
57968391-2022,2022,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Bonsucesso,Bonsucesso
64182371-2022,2022,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Realengo,Realengo
81283411-2022,2022,Homicídio (outros),Homicídio doloso,Campo grande,Campo Grande
35828661-2022,2022,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Jacarepagua,Jacarepaguá
79290581-2022,2022,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Bangu,Bangu
07882131-2022,2022,Homicídio Provocado por Emprego de Arma Branca,Homicídio doloso,Barros filho,Barros Filho
59666131-2022,2022,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Barra da tijuca,Barra da Tijuca
71704591-2022,2022,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Bras de pina,Brás de Pina
24847431-2022,2022,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Costa barros,Costa Barros
72715831-2022,2022,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Pavuna,Pavuna
72715831-2022,2022,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Pavuna,Pavuna
08831281-2022,2022,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Deodoro,Deodoro
08831281-2022,2022,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Deodoro,Deodoro
93224231-2022,2022,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Bangu,Bangu
93224231-2022,2022,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Bangu,Bangu
11382201-2022,2022,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Bangu,Bangu
61194091-2022,2022,Homicídio (outros),Homicídio doloso,Penha,Penha
61194091-2022,2022,Homicídio (outros),Homicídio doloso,Penha,Penha
61194091-2022,2022,Homicídio (outros),Homicídio doloso,Penha,Penha
95614061-2022,2022,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Mal. hermes,Marechal Hermes
03318291-2022,2022,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Taquara,Taquara
38420041-2022,2022,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Padre miguel,Padre Miguel
29404781-2022,2022,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Barros filho,Barros Filho
57793491-2022,2022,Homicídio Provocado por Asfixia,Homicídio doloso,Penha,Penha
03731431-2022,2022,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Pilares,Pilares
03731431-2022,2022,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Pilares,Pilares
23018021-2022,2022,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Cascadura,Cascadura
09079081-2022,2022,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Pavuna,Pavuna
86235471-2022,2022,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Cavalcanti,Cavalcanti
86862361-2022,2022,"Lesão Corporal Seguida de Morte Provocada por Socos, Tapas ou Pontapés",Lesão corporal seguida de morte,Realengo,Realengo
59351281-2022,2022,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Estacio,Estácio
62855401-2022,2022,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Bangu,Bangu
62855401-2022,2022,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Bangu,Bangu
62855401-2022,2022,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Bangu,Bangu
86625101-2022,2022,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Piedade,Piedade
31594341-2022,2022,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Bras de pina,Brás de Pina
32121601-2022,2022,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Anchieta,Anchieta
37918121-2022,2022,Homicídio (outros),Homicídio doloso,Portuguesa,Portuguesa
52042851-2022,2022,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Cocota,Cocotá
06155131-2022,2022,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Tijuca,Tijuca
11738121-2022,2022,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Anchieta,Anchieta
11738121-2022,2022,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Anchieta,Anchieta
35653311-2022,2022,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Anil,Anil
48890861-2022,2022,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Barra da tijuca,Barra da Tijuca
90798741-2022,2022,Homicídio (outros),Homicídio doloso,Bonsucesso,Bonsucesso
49435481-2022,2022,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Penha circular,Penha Circular
95353121-2022,2022,Roubo Seguido de Morte Provocado por Arma Branca,Latrocínio (Roubo seguido de morte),Santa cruz,Santa Cruz
63884981-2022,2022,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Cascadura,Cascadura
05747291-2022,2022,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Taquara,Taquara
06052661-2022,2022,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Santa cruz,Santa Cruz
70818191-2022,2022,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Penha,Penha
75764761-2022,2022,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Campo grande,Campo Grande
73652711-2022,2022,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Engenho novo,Engenho Novo
79694761-2022,2022,Homicídio (outros),Homicídio doloso,Campo grande,Campo Grande
89189911-2022,2022,Homicídio Provocado por Paulada,Homicídio doloso,Madureira,Madureira
02977311-2022,2022,Homicídio Provocado por Emprego de Arma Branca,Homicídio doloso,Centro,Centro
16298431-2022,2022,Homicídio (outros),Homicídio doloso,Costa barros,Costa Barros
16481771-2022,2022,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Vila isabel,Vila Isabel
77084501-2022,2022,Homicídio (outros),Homicídio doloso,Vila joao,Maré
54719841-2022,2022,Homicídio (outros),Homicídio doloso,Realengo,Realengo
24284151-2022,2022,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Cordovil,Cordovil
24284151-2022,2022,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Cordovil,Cordovil
89338381-2022,2022,Homicídio Provocado por Emprego de Arma Branca,Homicídio doloso,Cordovil,Cordovil
56110691-2022,2022,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Quintino bocaiuva,Quintino Bocaiúva
77812441-2022,2022,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Realengo,Realengo
13430781-2022,2022,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Catumbi,Catumbi
36662981-2022,2022,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Freguesia,Freguesia (Jacarepaguá)
47626382-2022,2022,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Barra da tijuca,Barra da Tijuca
96797621-2022,2022,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Benfica,Benfica
48914091-2022,2022,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Colegio,Colégio
51649221-2022,2022,Homicídio (outros),Homicídio doloso,Thomaz coelho,Tomás Coelho
67796561-2022,2022,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Bonsucesso,Bonsucesso
69371071-2022,2022,Homicídio (outros),Homicídio doloso,Santissimo,Santíssimo
71787901-2022,2022,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Bonsucesso,Bonsucesso
80222791-2022,2022,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Bonsucesso,Bonsucesso
80222791-2022,2022,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Bonsucesso,Bonsucesso
85574871-2022,2022,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Bonsucesso,Bonsucesso
85574871-2022,2022,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Bonsucesso,Bonsucesso
03311411-2022,2022,Lesão Corporal Seguida de Morte (outros),Lesão corporal seguida de morte,Realengo,Realengo
36614691-2022,2022,Homicídio (outros),Homicídio doloso,Bonsucesso,Bonsucesso
64255001-2022,2022,Homicídio (outros),Homicídio doloso,Bangu,Bangu
68888691-2022,2022,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Ricardo de albuquerque,Ricardo de Albuquerque
14838111-2022,2022,Homicídio (outros),Homicídio doloso,Tomas coelho,Tomás Coelho
11995281-2022,2022,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Piedade,Piedade
18635141-2022,2022,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Benfica,Benfica
61898121-2022,2022,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Senador camara,Senador Camará
66095391-2022,2022,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Bangu,Bangu
71547551-2022,2022,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Lins de vasconcelos,Lins de Vasconcelos
81253821-2022,2022,Homicídio Provocado por Emprego de Arma Branca,Homicídio doloso,Pedra de guaratiba,Pedra de Guaratiba
28401491-2022,2022,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Mare,Maré
30430321-2022,2022,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Parque columbia,Parque Colúmbia
95789241-2022,2022,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Marechal hermes,Marechal Hermes
90234301-2022,2022,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Campo grande,Campo Grande
45495571-2022,2022,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Vicente de carvalho,Vicente de Carvalho
48306921-2022,2022,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Portuguesa,Portuguesa
95419671-2022,2022,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Rio comprido,Rio Comprido
96160941-2022,2022,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Costa barros,Costa Barros
96160941-2022,2022,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Costa barros,Costa Barros
18053031-2022,2022,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Inhauma,Inhaúma
37045951-2022,2022,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Pilares,Pilares
03594931-2022,2022,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Madureira,Madureira
09812301-2022,2022,Roubo Seguido de Morte Provocado por Projétil de Arma de Fogo,Latrocínio (Roubo seguido de morte),Penha,Penha
39712171-2022,2022,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Andarai,Andaraí
23694002-2022,2022,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Vicente de carvalho,Vicente de Carvalho
28523731-2022,2022,Lesão Corporal Seguida de Morte (outros),Lesão corporal seguida de morte,Senador vasconcelos,Senador Vasconcelos
41888711-2022,2022,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Bras de pina,Brás de Pina
58702961-2022,2022,Homicídio (outros),Homicídio doloso,Manguinhos,Manguinhos
75078421-2022,2022,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Turiacu,Turiaçú
79492721-2022,2022,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Penha,Penha
04550821-2022,2022,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Rio comprido,Rio Comprido
95029551-2022,2022,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Realengo,Realengo
95463571-2022,2022,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Benfica,Benfica
35105411-2022,2022,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Coelho neto,Coelho Neto
51008821-2022,2022,Homicídio (outros),Homicídio doloso,Manguinhos,Manguinhos
95110491-2022,2022,Homicídio (outros),Homicídio doloso,Centro,Centro
16459091-2022,2022,Homicídio (outros),Homicídio doloso,Gardenia azul,Gardênia Azul
68579261-2022,2022,Homicídio (outros),Homicídio doloso,Penha,Penha
95216051-2022,2022,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Coelho neto,Coelho Neto
